Date,NewCase,CumCases,NewDeaths,Deaths
13/04/2020,1785949.8849058854,17503989.650763243,3442.0565459265194,21081.130311834266
14/04/2020,1791932.137421183,19295921.788184427,4077.389830681042,25158.52014251531
15/04/2020,1752450.0906878703,21048371.878872298,4814.418589557034,29972.93873207234
16/04/2020,1667921.9954551854,22716293.87432748,5662.8494353209235,35635.788167393264
17/04/2020,1543423.869075237,24259717.74340272,6630.432400325199,42266.22056771847
18/04/2020,1388206.7282574996,25647924.47166022,7721.376284501663,49987.59685222013
19/04/2020,1214277.9977654822,26862202.4694257,8934.286053277963,58921.882905498096
20/04/2020,1034390.9030766005,27896593.3725023,10259.664261004411,69181.54716650251
21/04/2020,860015.3178970355,28756608.690399334,11677.113118234762,80858.66028473727
22/04/2020,699851.3010591308,29456459.991458464,13152.525274662934,94011.1855594002
23/04/2020,559197.081984971,30015657.073443435,14635.7791544715,108646.9647138717
24/04/2020,440141.4865051832,30455798.55994862,16059.736329889998,124706.70104376168
25/04/2020,342296.24309837085,30798094.80304699,17341.578089564846,142048.27913332652
26/04/2020,263710.21171155747,31061805.01475855,18387.553462111497,160435.83259543803
27/04/2020,201688.3512465677,31263493.366005115,19101.8456420631,179537.67823750112
28/04/2020,153380.69268292125,31416874.058688037,19399.354014156794,198937.03225165795
29/04/2020,116128.62295876775,31533002.681646805,19220.77020493098,218157.8024565889
30/04/2020,87622.42447390227,31620625.106120706,18546.75144232752,236704.55389891638
01/05/2020,65940.30320501764,31686565.409325723,17406.971500335338,254111.52539925172
02/05/2020,49526.633172274895,31736092.042498,15880.20214097949,269991.7275402312
03/05/2020,37146.02438707344,31773238.066885076,14083.795225849615,284075.5227660808
04/05/2020,27831.91417481103,31801069.981059887,12154.4773544526,296230.00012053346
05/05/2020,20837.46373678597,31821907.44479667,10225.677519388733,306455.6776399222
06/05/2020,15591.51783626157,31837498.962632935,8407.887033431081,314863.5646733533
07/05/2020,11660.610012484743,31849159.57264542,6777.0194323113155,321640.58410566463
08/05/2020,8717.357165494917,31857876.929810915,5372.287668067775,327012.87177373236
09/05/2020,6515.11109710573,31864392.04090802,4201.684821259992,331214.5565949923
10/05/2020,4868.263198549487,31869260.304106567,3251.3418139187097,334465.89840891096
11/05/2020,3637.266842819642,31872897.570949387,2495.1772614337096,336961.0756703447
12/05/2020,2717.3462558377846,31875614.917205226,1902.5951498990648,338863.6708202437
13/05/2020,2029.9703063248176,31877644.88751155,1443.4974044282656,340307.168224672
14/05/2020,1516.3786909308646,31879161.26620248,1090.9130110662518,341398.0812357382
